,Anou,Tipo,Contrato,sector,Monto
1734,2014,48101,CNCA/DGA/CD/04433/14,CULTURALES,3100000
1735,2014,48101,CNCA/DGA/CD/04434/14,CULTURALES,9300000
1736,2014,48101,CNCA/DGA/CD/04435/14,CULTURALES,5025000
1737,2014,48101,CNCA/DGA/CD/04436/14,CULTURALES,9300000
1738,2014,48101,CNCA/DGA/CD/04437/14,CULTURALES,4000000
1739,2014,48101,CNCA/DGA/CD/04438/14,CULTURALES,1639000
1740,2014,48101,CNCA/DGA/CD/04439/14,CULTURALES,12199397
1741,2014,48101,CNCA/DGA/CD/04485/14,CULTURALES,5000000
1742,2014,48101,CNCA/DGA/CD/04487/14,CULTURALES,8400000
1743,2014,48101,CNCA/DGA/CD/04488/14,CULTURALES,782300
1744,2014,48101,CNCA/DGA/CD/04489/14,CULTURALES,11000000
1745,2014,48101,CNCA/DGA/CD/04514/14,CULTURALES,3100000
1746,2014,48101,CNCA/DGA/CD/04515/14,CULTURALES,3290000
1747,2014,48101,CNCA/DGA/CD/04516/14,CULTURALES,7000000
1748,2014,48101,CNCA/DGA/CD/04517/14,CULTURALES,5000000
1749,2014,48101,CNCA/DGA/CD/04518/14,CULTURALES,2000000
1750,2014,48101,CNCA/DGA/CD/04532/14,CULTURALES,1500000
1751,2014,48101,CNCA/DGA/CD/04533/14,CULTURALES,750000
1752,2014,48101,CNCA/DGA/CD/2034/14,CULTURALES,5000000
1753,2014,48101,CNCA/DGA/04605/14,CULTURALES,2320000
1754,2014,48101,CNCA/DGA/04628/14,CULTURALES,2440933
1755,2014,48101,1019,CULTURALES,1000000
1756,2014,48101,1031,CULTURALES,3000000
1757,2014,48101,1032,CULTURALES,1000000
1758,2014,48101,1045,CULTURALES,7378000
1759,2014,48101,1046,CULTURALES,2500000
1760,2014,48101,1063,CULTURALES,8000000
1761,2014,48101,466,CULTURALES,500000
1766,2014,48101,910,CULTURALES,2000000
1767,2014,48201,CNCA/DGA/CD/00088/14,CULTURALES,3500000
1768,2014,48201,CNCA/DGA/CD/03047/14,CULTURALES,2000000
1769,2014,48201,CNCA/DGA/CD/03395/14,CULTURALES,5000000
1770,2014,48301,CNCA/DGA/CD/02508/14,CULTURALES,5000000
1771,2014,48101,1699/14,EDUCATIVAS,9963771
1774,2015,48101,03-2015,SALUD,88200
1775,2015,48101,09-2015,SALUD,172500
1776,2015,48101,10-2015,SALUD,125000
1777,2015,48101,11-2015,SALUD,84000
1778,2015,48101,1-2015,SALUD,100000
1779,2015,48101,12-2015,SALUD,200000
1780,2015,48101,13-2015,SALUD,135000
1781,2015,48101,14-2015,SALUD,157000
1782,2015,48101,15-2015,SALUD,156000
1783,2015,48101,16-2015,SALUD,118700
1784,2015,48101,17-2015,SALUD,126760
1785,2015,48101,18-2015,SALUD,166800
1786,2015,48101,19-2015,SALUD,104100
1787,2015,48101,20-2015,SALUD,127000
1788,2015,48101,21-2015,SALUD,175500
1789,2015,48101,2-2015,SALUD,129000
1790,2015,48101,22-2015,SALUD,138500
1791,2015,48101,23-2015,SALUD,182000
1792,2015,48101,24-2015,SALUD,104500
1793,2015,48101,25-2015,SALUD,90000
1794,2015,48101,26-2015,SALUD,245402
1795,2015,48101,27-2015,SALUD,93135
1796,2015,48101,28-2015,SALUD,160000
1797,2015,48101,29-2015,SALUD,70108
1798,2015,48101,30-2015,SALUD,145000
1799,2015,48101,31-2015,SALUD,64000
1800,2015,48101,32-2015,SALUD,52000
1801,2015,48101,33-2015,SALUD,109500
1802,2015,48101,34-2015,SALUD,160000
1803,2015,48101,35-2015,SALUD,200000
1804,2015,48101,36-2015,SALUD,100000
1805,2015,48101,37-2015,SALUD,131999
1806,2015,48101,38-2015,SALUD,150000
1807,2015,48101,39-2015,SALUD,122000
1808,2015,48101,40-2015,SALUD,100750
1809,2015,48101,41-2015,SALUD,71300
1810,2015,48101,4-2015,SALUD,75000
1811,2015,48101,42-2015,SALUD,175100
1812,2015,48101,44-2015,SALUD,134500
1813,2015,48101,45-2015,SALUD,136600
1814,2015,48101,46-2015,SALUD,150000
1815,2015,48101,47-2015,SALUD,60470
1816,2015,48101,48-2015,SALUD,150000
1817,2015,48101,49-2015,SALUD,85000
1818,2015,48101,50-2015,SALUD,78000
1819,2015,48101,51-2015,SALUD,165400
1820,2015,48101,5-2015,SALUD,128500
1821,2015,48101,52-2015,SALUD,100000
1822,2015,48101,53-2015,SALUD,100000
1823,2015,48101,54-2015,SALUD,100000
1824,2015,48101,55-2015,SALUD,140000
1825,2015,48101,56-2015,SALUD,170000
1826,2015,48101,57-2015,SALUD,203000
1827,2015,48101,58-2015,SALUD,150000
1828,2015,48101,59-2015,SALUD,41500
1829,2015,48101,60-2015,SALUD,135000
1830,2015,48101,6-2015,SALUD,170000
1831,2015,48101,7-2015,SALUD,120000
1832,2015,48101,8-2015,SALUD,100000
1834,2015,48101,GC/CD/01/2015,EDUCATIVAS,6000000
1835,2015,48101,GC/CD/02/2015,"CULTURALES,EDUCATIVAS,SOCIALES",3600000
1836,2015,48101,GDS/CD/001/2015,SOCIALES,1700000
1837,2015,48101,GDS/CD/013/2015,DESARROLLO COMUNITARIO,3000000
1838,2015,48101,GDS/CD/018/2015,"CULTURALES,EDUCATIVAS",2000000
1839,2015,48101,GDS/CD/025/2015,"DESARROLLO COMUNITARIO,SALUD",620000
1840,2015,48101,MUTEC 001/2015,"CULTURALES,EDUCATIVAS",40000000
1841,2015,48101,41-GRPS,AMBIENTALES,2000000
1842,2015,48101,57-GEOS,BENEFICENCIA,335000
1843,2015,48201,DCO/001/2015,DESARROLLO COMUNITARIO,2500000
1844,2015,48201,DCO/002/2015,CULTURALES,3000000
1845,2015,48201,DCO/003/2015,INFRAESTRUCTURA,450000
1846,2015,48201,DCS/001/2015,CULTURALES,2500000
1847,2015,48201,DCS/002/2015,"APLICACIÓN DE NUEVAS TECNOLOGÍAS,CULTURALES",4000000
1848,2015,48201,GDS/CD/002/2015,SOCIALES,2500000
1849,2015,48201,GDS/CD/003A/2015 ,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA",5000000
1850,2015,48201,GDS/CD/003/2015,SOCIALES,1160000
1851,2015,48201,GDS/CD/004/2014,DESARROLLO COMUNITARIO,3000000
1852,2015,48201,GDS/CD/004/2015,SOCIALES,436000
1853,2015,48201,GDS/CD/005/2015,SOCIALES,2500000
1854,2015,48201,GDS/CD/006/2015,SOCIALES,1160000
1855,2015,48201,GDS/CD/007/2015,SOCIALES,1160000
1856,2015,48201,GDS/CD/009/2015,"DESARROLLO COMUNITARIO,EDUCATIVAS",1500000
1857,2015,48201,GDS/CD/010/2015,"CULTURALES,DESARROLLO COMUNITARIO",4510000
1858,2015,48201,GDS/CD/011/2015,DESARROLLO COMUNITARIO,670000
1859,2015,48201,GDS/CD/012/2015,DESARROLLO COMUNITARIO,2100000
1860,2015,48201,GDS/CD/014/2015,DESARROLLO COMUNITARIO,1200000
1861,2015,48201,GDS/CD/015/2015,DESARROLLO COMUNITARIO,15500000
1862,2015,48201,GDS/CD/016/2015,DESARROLLO COMUNITARIO,857971
1863,2015,48201,GDS/CD/017/2015,DESARROLLO COMUNITARIO,755269
1864,2015,48201,GDS/CD/021/2015,DESARROLLO COMUNITARIO,2000000
1865,2015,48201,GDS/CD/022/2015,DESARROLLO COMUNITARIO,1000000
1866,2015,48201,GDS/CD/023/2015,DESARROLLO COMUNITARIO,2000000
1867,2015,48201,GDS/CD/024/2015,DESARROLLO COMUNITARIO,8000000
1868,2015,48201,GDS/CD/026/2015,DESARROLLO COMUNITARIO,670000
1869,2015,48201,GDS/CD/027/2015,DESARROLLO COMUNITARIO,2900000
1870,2015,48201,GDS/CD/028/2015,DESARROLLO COMUNITARIO,2800000
1871,2015,48201,GDS/CD/029/2015,DESARROLLO COMUNITARIO,2300000
1872,2015,48201,GDS/CD/030/2015,DESARROLLO COMUNITARIO,2000000
1873,2015,48201,GDS/CD/031/2015,DESARROLLO COMUNITARIO,3500000
1874,2015,48201,GDS/CD/032/2015,EDUCATIVAS,500000
1875,2015,48201,GDS/CD/033/2015,DESARROLLO COMUNITARIO,850000
1876,2015,48201,GDSTE/001/2015,DESARROLLO COMUNITARIO,2500000
1877,2015,48201,GDSTE/002/2015,INFRAESTRUCTURA,1527040
1878,2015,48201,SDD/CD/008/2015,INFRAESTRUCTURA,980000
1879,2015,48201,SDD/CD/09/2015,"CULTURALES,DESARROLLO COMUNITARIO",1000000
1880,2015,48201,SDD-CD-10-2015,NO TIENE ACTIVIDAD A FINANCIAR,1000000
1882,2015,48201,39-GEOS,"DESARROLLO COMUNITARIO,SOCIALES",5100000
1883,2015,48201,40-GRPS,"DESARROLLO COMUNITARIO,EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",500000
1884,2015,48201,42-GRPN,"INFRAESTRUCTURA,SOCIALES",1300000
1885,2015,48201,43-GRPN,"INFRAESTRUCTURA,SOCIALES",2500000
1886,2015,48201,44-GRPO,EDUCATIVAS,1010000
1887,2015,48201,45-GRPO,SALUD,300000
1888,2015,48201,46-GRPC,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA,SOCIALES",3000000
1889,2015,48201,47-GEOS,"INFRAESTRUCTURA,SALUD,SOCIALES",3640000
1890,2015,48201,48-GEOS,"EDUCATIVAS,SOCIALES",700000
1891,2015,48201,49-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",600000
1892,2015,48201,50-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",600000
1893,2015,48201,51-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",250000
1894,2015,48201,52-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",255000
1895,2015,48201,53-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",250000
1896,2015,48201,54-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",250000
1897,2015,48201,55-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",600000
1898,2015,48201,56-GEOS,"EDUCATIVAS,INFRAESTRUCTURA,SOCIALES",250000
1899,2015,48101,CDDESSA-001-06-2015,EDUCATIVAS,300000
1900,2015,48101,CDDESSA-002-09-2015,BENEFICENCIA,150000
1901,2015,48101,CDDESSA-003-09-2015,EDUCATIVAS,200000
1902,2015,48101,001/01,"INVESTIGACIÓN CIENTÍFICA,SALUD",1000000
1903,2015,48101,1150/2015,"INVESTIGACIÓN CIENTÍFICA,SALUD",250000
1904,2015,48101,1151/2015,"INVESTIGACIÓN CIENTÍFICA,SALUD",550000
1905,2015,48101,1152/2015,EDUCATIVAS,950000
1906,2015,48101,1153/2015,"INVESTIGACIÓN CIENTÍFICA,SALUD",250000
1907,2015,48101,600-374/2015,NO TIENE ACTIVIDAD A FINANCIAR,6000000
1908,2015,48101,666/2015,NO TIENE ACTIVIDAD A FINANCIAR,1000000
1909,2015,48101,860/2015,NO TIENE ACTIVIDAD A FINANCIAR,7500000
1910,2015,48101,IMC-A-196/14/2014,CULTURALES,1500000
1911,2015,48101,IMC-326/2015,CULTURALES,100000
1912,2015,48101,IMC-327/2015,CULTURALES,100000
1913,2015,48101,IMC-333/2015,CULTURALES,100000
1914,2015,48101,IMC-334/2015,CULTURALES,210000
1915,2015,48101,IMC-335/2015,CULTURALES,100000
1916,2015,48101,IMC-336/2015,CULTURALES,600000
1917,2015,48101,IMC-341/2015,CULTURALES,50000
1918,2015,48101,IMC-342/2015,CULTURALES,400000
1919,2015,48101,IMC-373/2015,CULTURALES,640000
1920,2015,48101,IMC-378/2015,CULTURALES,1332000
1921,2015,48101,IMC-398/2015,CULTURALES,100000
1922,2015,48101,IMC-402/2015,CULTURALES,100000
1923,2015,48101,IMC-409/2015,CULTURALES,94000
1924,2015,48101,IMC-422/2015,CULTURALES,200000
1925,2015,48101,IMC-427/2015,CULTURALES,510000
1926,2015,48101,IMC-439/2015,CULTURALES,107000
1927,2015,48101,IMC-441/2015,CULTURALES,240000
1928,2015,48101,IMC-454/2015,CULTURALES,350000
1929,2015,48101,IMC-463/2015,CULTURALES,400000
1930,2015,48101,IMC-465/2015,CULTURALES,345000
1931,2015,48101,IMC-493/2015,CULTURALES,100000
1932,2015,48101,IMC-495/2015,CULTURALES,100000
1933,2015,48101,IMC-505/2015,CULTURALES,171000
1934,2015,48101,IMC-508/2015,CULTURALES,300000
1935,2015,48101,IMC-516/2015,CULTURALES,100000
1936,2015,48101,IMC-521/2015,CULTURALES,200000
1937,2015,48101,IMC-536/2015,CULTURALES,100000
1938,2015,48101,IMC-671/2015,CULTURALES,411000
1939,2015,48101,IMC-674/2015,CULTURALES,290000
1940,2015,48201,IMC-324/2015,CULTURALES,100000
1941,2015,48101,DPM/OD/01/2015,INVESTIGACIÓN CIENTÍFICA,11000000
1942,2015,48101,DPM/OD/02/2015,"EDUCATIVAS,INVESTIGACIÓN CIENTÍFICA,SALUD",300000
1943,2015,48101,DPM/OD/03/2015,INVESTIGACIÓN CIENTÍFICA,300000
1944,2015,48101,DPM/OD/04/2015,"INVESTIGACIÓN CIENTÍFICA,SALUD",200000
1948,2015,48101,530.DNC.01.DAJ.02/2015,CULTURALES,1373148
1950,2015,48101,10,BENEFICENCIA,650000
1951,2015,48101,100,BENEFICENCIA,250000
1952,2015,48101,101,BENEFICENCIA,353800
1953,2015,48101,102,BENEFICENCIA,649977
1954,2015,48101,103,BENEFICENCIA,395992
1955,2015,48101,104,BENEFICENCIA,250000
1956,2015,48101,105,BENEFICENCIA,300000
1957,2015,48101,106,BENEFICENCIA,650000
1958,2015,48101,107,BENEFICENCIA,359500
1959,2015,48101,108,BENEFICENCIA,216500
1960,2015,48101,109,BENEFICENCIA,499940
1961,2015,48101,11,BENEFICENCIA,348000
1962,2015,48101,110,BENEFICENCIA,650000
1963,2015,48101,111,BENEFICENCIA,262000
1964,2015,48101,112,BENEFICENCIA,682000
1965,2015,48101,113,BENEFICENCIA,250000
1966,2015,48101,114,BENEFICENCIA,780600
1967,2015,48101,115,BENEFICENCIA,250000
1968,2015,48101,116,BENEFICENCIA,499535
1969,2015,48101,117,BENEFICENCIA,500000
1970,2015,48101,118,BENEFICENCIA,158850
1971,2015,48101,119,BENEFICENCIA,498768
1972,2015,48101,12,BENEFICENCIA,243000
1973,2015,48101,120,BENEFICENCIA,215374
1974,2015,48101,13,BENEFICENCIA,500000
1975,2015,48101,14,BENEFICENCIA,800000
1976,2015,48101,15,BENEFICENCIA,248350
1977,2015,48101,16,BENEFICENCIA,500000
1978,2015,48101,17,BENEFICENCIA,800000
1979,2015,48101,18,BENEFICENCIA,494500
1980,2015,48101,19,BENEFICENCIA,240000
1982,2015,48101,20,BENEFICENCIA,608547
1983,2015,48101,21,BENEFICENCIA,650000
1984,2015,48101,22,BENEFICENCIA,250000
1985,2015,48101,23,BENEFICENCIA,377120
1986,2015,48101,24,BENEFICENCIA,800000
1987,2015,48101,25,BENEFICENCIA,250000
1988,2015,48101,26,BENEFICENCIA,240240
1989,2015,48101,27,BENEFICENCIA,494000
1990,2015,48101,28,BENEFICENCIA,600000
1991,2015,48101,29,BENEFICENCIA,450695
1993,2015,48101,30,BENEFICENCIA,201750
1994,2015,48101,31,BENEFICENCIA,740000
1995,2015,48101,32,BENEFICENCIA,800000
1996,2015,48101,33,BENEFICENCIA,370025
1997,2015,48101,34,BENEFICENCIA,645000
1998,2015,48101,35,BENEFICENCIA,650000
1999,2015,48101,36,BENEFICENCIA,497500
2000,2015,48101,37,BENEFICENCIA,645350
2001,2015,48101,38,BENEFICENCIA,431900
2002,2015,48101,39,BENEFICENCIA,236300
2003,2015,48101,4,BENEFICENCIA,649500
2004,2015,48101,40,BENEFICENCIA,800000
2005,2015,48101,41,BENEFICENCIA,500000
2006,2015,48101,42,BENEFICENCIA,643900
2007,2015,48101,43,BENEFICENCIA,448800
2008,2015,48101,44,BENEFICENCIA,650000
2009,2015,48101,45,BENEFICENCIA,249000
2010,2015,48101,46,BENEFICENCIA,648054
2011,2015,48101,47,BENEFICENCIA,650000
2012,2015,48101,48,BENEFICENCIA,499986
2013,2015,48101,49,BENEFICENCIA,472400
2014,2015,48101,5,BENEFICENCIA,800000
2015,2015,48101,50,BENEFICENCIA,800000
2016,2015,48101,51,BENEFICENCIA,650000
2017,2015,48101,52,BENEFICENCIA,610100
2018,2015,48101,53,BENEFICENCIA,500000
2019,2015,48101,54,BENEFICENCIA,244000
2020,2015,48101,55,BENEFICENCIA,182000
2021,2015,48101,56,BENEFICENCIA,497600
2022,2015,48101,57,BENEFICENCIA,649500
2023,2015,48101,58,BENEFICENCIA,646000
2024,2015,48101,59,BENEFICENCIA,650000
2025,2015,48101,6,BENEFICENCIA,800000
2026,2015,48101,60,BENEFICENCIA,497000
2027,2015,48101,61,BENEFICENCIA,500000
2028,2015,48101,62,BENEFICENCIA,161000
2029,2015,48101,63,BENEFICENCIA,796977
2030,2015,48101,64,BENEFICENCIA,650000
2031,2015,48101,65,BENEFICENCIA,423600
2032,2015,48101,66,BENEFICENCIA,649900
2033,2015,48101,67,BENEFICENCIA,500000
2034,2015,48101,68,BENEFICENCIA,650000
2035,2015,48101,69,BENEFICENCIA,650000
2036,2015,48101,7,BENEFICENCIA,499999
2037,2015,48101,70,BENEFICENCIA,241000
2038,2015,48101,71,BENEFICENCIA,650000
2039,2015,48101,72,BENEFICENCIA,774000
2040,2015,48101,73,BENEFICENCIA,413400
2041,2015,48101,74,BENEFICENCIA,418600
2042,2015,48101,75,BENEFICENCIA,248572
2043,2015,48101,76,BENEFICENCIA,650000
2044,2015,48101,77,BENEFICENCIA,393378
2045,2015,48101,78,BENEFICENCIA,647750
2046,2015,48101,79,BENEFICENCIA,383600
2047,2015,48101,8,BENEFICENCIA,650000
2048,2015,48101,80,BENEFICENCIA,432500
2049,2015,48101,81,BENEFICENCIA,155600
2050,2015,48101,82,BENEFICENCIA,800000
2051,2015,48101,83,BENEFICENCIA,650000
2052,2015,48101,84,BENEFICENCIA,650000
2053,2015,48101,85,BENEFICENCIA,247375
2054,2015,48101,86,BENEFICENCIA,638200
2055,2015,48101,87,BENEFICENCIA,247000
2056,2015,48101,88,BENEFICENCIA,500000
2057,2015,48101,89,BENEFICENCIA,500000
2058,2015,48101,9,BENEFICENCIA,418000
2059,2015,48101,90,BENEFICENCIA,404537
2060,2015,48101,91,BENEFICENCIA,650000
2061,2015,48101,92,BENEFICENCIA,608000
2062,2015,48101,93,BENEFICENCIA,799880
2063,2015,48101,94,BENEFICENCIA,388072
2064,2015,48101,95,BENEFICENCIA,636700
2065,2015,48101,96,BENEFICENCIA,431800
2066,2015,48101,97,BENEFICENCIA,250000
2067,2015,48101,98,BENEFICENCIA,650000
2068,2015,48101,99,BENEFICENCIA,426007
2069,2015,48501,INMJG1501568,ADMINISTRATIVAS,449438
2070,2015,48501,INMJG1501569,ADMINISTRATIVAS,449438
2071,2015,48501,INMJG1501570,ADMINISTRATIVAS,449438
2073,2015,48101,DG/CE/0026/2015 GRDS/DD/003/2015,EDUCATIVAS,3500000
2074,2015,48101,DG/CE/0063/2015 GRDS/DD/016/2015,INVESTIGACIÓN CIENTÍFICA,25000000
2075,2015,48101,DG/CE/031/2015 GRDS/DD/005/2015,AMBIENTALES,6500000
2076,2015,48101,DG/CE/055/2015 GRDS/DD/010/2015,AMBIENTALES,5500000
2077,2015,48101,DG/CE/059/2015 GRDS/DD/007/2015,AMBIENTALES,7500000
2078,2015,48101,DG/CE/059/2015 GRDS/DD/008/2015,EDUCATIVAS,1000000
2079,2015,48101,DG/CE/063/2015 GRDS/DD/014/2015,DESARROLLO COMUNITARIO,7500000
2080,2015,48101,DG/CE/063/2015 GRDS/DD/015/2015,APLICACIÓN DE NUEVAS TECNOLOGÍAS,1800000
2081,2015,48101,DG/CE/071/2015 GRDS/DD/027/2015,EDUCATIVAS,2000000
2082,2015,48101,DG/CE/071/2015 GRDS/DD/028/2015,EDUCATIVAS,3000000
2083,2015,48101,DG/CE/071/2015 GRDS/DD/029/2015,AMBIENTALES,7000000
2084,2015,48101,DG/CE/071/2015 GRDS/DD/030/2015,EDUCATIVAS,23500000
2085,2015,48101,DG/CE/080/2015 GRDS/DD/031/2015,EDUCATIVAS,29000000
2086,2015,48101,DG/CE/080/2015 GRDS/DD/032/2015,APLICACIÓN DE NUEVAS TECNOLOGÍAS,20000000
2087,2015,48101,DG/CE/080/2015 GRDS/DD/033/2015,EDUCATIVAS,6000000
2088,2015,48101,DG/CE/083/2015 GRDS/DD/015/2015,APLICACIÓN DE NUEVAS TECNOLOGÍAS,10000000
2089,2015,48101,DG/CE/083/2015 GRDS/DD/034/2015,APLICACIÓN DE NUEVAS TECNOLOGÍAS,35000000
2090,2015,48101,DG/CE/083/2015 GRDS/DD/038/2015,EDUCATIVAS,2300000
2091,2015,48101,DG/CE/083/2015 GRDS/DD/039/2015,EDUCATIVAS,12128800
2092,2015,48101,DG/CE/085/2015 GRDS/DD/011/2015,AMBIENTALES,4500000
2093,2015,48101,DG/CRIRS/004/2015 GRDS/DD/040/2015,AMBIENTALES,1585000
2094,2015,48101,DG/CRIRS/004/2015 GRDS/DD/041/2015,AMBIENTALES,3000000
2095,2015,48201,DG/CE/0026/2015 GRDS/DD/002/2015,INFRAESTRUCTURA,15000000
2096,2015,48201,DG/CE/017/2015 GRDS/DD/071/2015,INFRAESTRUCTURA,5000000
2097,2015,48201,DG/CE/026/2015 GRDS/DD/001/2015,INFRAESTRUCTURA,20000000
2098,2015,48201,DG/CE/026/2015 GRDS/DD/004/2015,DESARROLLO COMUNITARIO,5000000
2099,2015,48201,DG/CE/053/2015 GRDS/DD/006/2015,AMBIENTALES,10000000
2100,2015,48201,DG/CE/055/2015 GRDS/DD/012/2015,INFRAESTRUCTURA,4000000
2101,2015,48201,DG/CE/055/2015 GRDS/DD/013/2015,INFRAESTRUCTURA,4000000
2102,2015,48201,DG/CE/071/2015 GRDS/DD/018/2015,INFRAESTRUCTURA,10000000
2103,2015,48201,DG/CE/071/2015 GRDS/DD/019/2015,INFRAESTRUCTURA,3500000
2104,2015,48201,DG/CE/071/2015 GRDS/DD/020/2015,INFRAESTRUCTURA,5000000
2105,2015,48201,DG/CE/071/2015 GRDS/DD/021/2015,INFRAESTRUCTURA,2000000
2106,2015,48201,DG/CE/071/2015 GRDS/DD/022/2015,INFRAESTRUCTURA,10000000
2107,2015,48201,DG/CE/071/2015 GRDS/DD/023/2015,INFRAESTRUCTURA,2500000
2108,2015,48201,DG/CE/071/2015 GRDS/DD/024/2015,INFRAESTRUCTURA,2000000
2109,2015,48201,DG/CE/071/2015 GRDS/DD/025/2015,INFRAESTRUCTURA,2500000
2110,2015,48201,DG/CE/071/2015 GRDS/DD/026/2015,INFRAESTRUCTURA,2500000
2111,2015,48201,DG/CE/083/2015 GRDS/DD/035/2015,INFRAESTRUCTURA,5000000
2112,2015,48201,DG/CE/083/2015 GRDS/DD/037/2015,INFRAESTRUCTURA,10000000
2113,2015,48201,DG/CRIRS/04/2015 GRDS/DD/042/2015,SOCIALES,15686200
2114,2015,48101,CNCA/DGA/CD/00065/15,CULTURALES,7500000
2115,2015,48101,CNCA/DGA/CD/00066/15,CULTURALES,2000000
2116,2015,48101,CNCA/DGA/CD/00110/15,CULTURALES,15000000
2117,2015,48101,CNCA/DGA/CD/00118/15,CULTURALES,11231200
2118,2015,48101,CNCA/DGA/CD/00119/15,CULTURALES,7820800
2119,2015,48101,CNCA/DGA/CD/00139/15,CULTURALES,2000000
2120,2015,48101,CNCA/DGA/CD/00204/15,CULTURALES,1000000
2121,2015,48101,CNCA/DGA/CD/00213/15,CULTURALES,4888000
2122,2015,48101,CNCA/DGA/CD/00214/15,CULTURALES,555000
2123,2015,48101,CNCA/DGA/CD/00215/15,CULTURALES,1072800
2124,2015,48101,CNCA/DGA/CD/00216/15,CULTURALES,3000000
2125,2015,48101,CNCA/DGA/CD/00217/15,CULTURALES,4000000
2126,2015,48101,CNCA/DGA/CD/00252/15,CULTURALES,1000013
2127,2015,48101,CNCA/DGA/CD/00253/15,CULTURALES,2000000
2128,2015,48101,CNCA/DGA/CD/00254/15,CULTURALES,471264
2129,2015,48101,CNCA/DGA/CD/00255/15,CULTURALES,3000000
2130,2015,48101,CNCA/DGA/CD/00312/15,CULTURALES,3000000
2131,2015,48101,CNCA/DGA/CD/00313/15,CULTURALES,7000000
2132,2015,48101,CNCA/DGA/CD/00324/15,CULTURALES,4000000
2133,2015,48101,CNCA/DGA/CD/00325/15,CULTURALES,7820800
2134,2015,48101,CNCA/DGA/CD/00326/15,CULTURALES,10000000
2135,2015,48101,CNCA/DGA/CD/00327/15,CULTURALES,500000
2136,2015,48101,CNCA/DGA/CD/00337/15,CULTURALES,10753600
2137,2015,48101,CNCA/DGA/CD/00338/15,CULTURALES,2500000
2138,2015,48101,CNCA/DGA/CD/00370/15,CULTURALES,2000000
2139,2015,48101,CNCA/DGA/CD/00371/15,CULTURALES,550000
2140,2015,48101,CNCA/DGA/CD/00432/15,CULTURALES,6000000
2141,2015,48101,CNCA/DGA/CD/00433/15,CULTURALES,600000
2142,2015,48101,CNCA/DGA/CD/00481/15,CULTURALES,4000000
2143,2015,48101,CNCA/DGA/CD/00482/15,CULTURALES,4000000
2144,2015,48101,CNCA/DGA/CD/00483/15,CULTURALES,117052
2145,2015,48101,CNCA/DGA/CD/00490/15,CULTURALES,2000000
2146,2015,48101,CNCA/DGA/CD/00546/15,CULTURALES,15000000
2147,2015,48101,CNCA/DGA/CD/00547/15,CULTURALES,20000000
2148,2015,48101,CNCA/DGA/CD/00548/15,CULTURALES,1000000
2149,2015,48101,CNCA/DGA/CD/00549/15,CULTURALES,2000000
2150,2015,48101,CNCA/DGA/CD/00550/15,CULTURALES,3100000
2151,2015,48101,CNCA/DGA/CD/00559/15,CULTURALES,6799778
2152,2015,48101,CNCA/DGA/CD/00572/15,CULTURALES,3732104
2153,2015,48101,CNCA/DGA/CD/00573/15,CULTURALES,2000000
2154,2015,48101,CNCA/DGA/CD/00574/15,CULTURALES,6000000
2155,2015,48101,CNCA/DGA/CD/00599/15,CULTURALES,700000
2156,2015,48101,CNCA/DGA/CD/00618/15,CULTURALES,10753600
2157,2015,48101,CNCA/DGA/CD/00619/15,CULTURALES,400000
2158,2015,48101,CNCA/DGA/CD/00620/15,CULTURALES,1000000
2159,2015,48101,CNCA/DGA/CD/00621/15,CULTURALES,2000000
2160,2015,48101,CNCA/DGA/CD/00629/15,CULTURALES,3100000
2161,2015,48101,CNCA/DGA/CD/00634/15,CULTURALES,2000000
2162,2015,48101,CNCA/DGA/CD/00682/15,CULTURALES,31611600
2163,2015,48101,CNCA/DGA/CD/00683/15,CULTURALES,24043600
2164,2015,48101,CNCA/DGA/CD/00684/15,CULTURALES,24043600
2165,2015,48101,CNCA/DGA/CD/00685/15,CULTURALES,24043600
2166,2015,48101,CNCA/DGA/CD/00686/15,CULTURALES,24043600
2167,2015,48101,CNCA/DGA/CD/00719/15,CULTURALES,2000000
2168,2015,48101,CNCA/DGA/CD/00749/15,CULTURALES,30000000
2169,2015,48101,CNCA/DGA/CD/00769/15,CULTURALES,8000000
2170,2015,48101,CNCA/DGA/CD/00770/15,CULTURALES,5000000
2171,2015,48101,CNCA/DGA/CD/00786/15,CULTURALES,2000000
2172,2015,48101,CNCA/DGA/CD/00801/15,CULTURALES,1000000
2173,2015,48101,CNCA/DGA/CD/00841/15,CULTURALES,1300000
2174,2015,48101,CNCA/DGA/CD/00842/15,CULTURALES,4000000
2175,2015,48101,CNCA/DGA/CD/00843/15,CULTURALES,777000
2176,2015,48101,CNCA/DGA/CD/00844/15,CULTURALES,1000000
2177,2015,48101,CNCA/DGA/CD/00845/15,CULTURALES,300000
