"EJERCICIO","NOMBRE_INSTITUCION","CLAVE_PARTIDA","NUM_CONTRATO","DONATARIO","FECHA_CELEBRACION","MONTO_CONTRATO","FECHA_CONCLUSION","OBJETO_DONATIVO","TIPO_ACTIVIDADES_FINANCIAR","MONTO_OTORGADO"
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00098/16","ACADEMIA DE MÚSICA DEL PALACIO DE MINERÍA",23/02/16,1000000,14/03/17,"OFRECER 8 CONCIERTOS DOBLES Y 3 DE GALA CLAUSURA DURANTE LA TEMPORADA DE VERANO 2016","CULTURALES",1000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00100/16","KALAN GUARDIA EN MAYA",23/02/16,6240000,14/07/16,"REALIZAR 7 EVENTOS MUSICALES, LOS CUALES CONTARÁN CON LA PARTICIPACIÓN DE 12 BANDAS MUSICALES PARA UN TOTAL DE 84 PRESENTACIONES","CULTURALES",6240000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0010/16","ARTE HOY",18/03/16,1560000,28/08/16,"GENERAR UN CAMPO DE OPORTUNIDAD PARA ARTISTAS EMERGENTES, CONTINUAR CON LA PLATAFORMA NÓMADA DE SALÓN ABIERTO COMO FOMENTO DEL ARTE MULTIDISCIPLINARIO","CULTURALES",1560000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00102/16","SOCIEDAD DE AMIGOS DE LA ÓPERA, A",24/02/16,3000000,10/10/16,"DISEÑAR E IMPARTIR UN TALLER ARTÍSTICO, EL CUAL INCLUIRÁ DISCIPLINAS COMO LA DANZA","CULTURALES",3000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00104/16","FESTIVAL INTERNACIONAL DEL CINE EN MORELIA",25/02/16,16000000,14/03/17,"ORGANIZAR 400 EXHIBICIONES PÚBLICAS EN 14 SEDES DE MORELIA Y PÁTZCUARO; CONFIRMAR, GESTIONAR Y TRASLADAR ALREDEDOR DE 200 PELÍCULAS NACIONALES E INTERNACIONALES","CULTURALES",16000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0012/16","FUNDACIÓN DEBER, DESARROLLO CULTURAL",28/03/16,2000000,26/12/16,"CREAR UNA ORQUESTA SINFÓNICA, CON 73 NIÑOS, NIÑAS Y JÓVENES, DE 6 A 15 AÑOS DE EDAD, RESIDENTES DE LAS DIVERSAS COMUNIDADES DE TLALNEPANTLA DE BAZ, ESTADO DE MÉXICO","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00125/16","OPUS BALLET",24/02/16,3445794,06/11/17,"CREAR LA PUESTA COREOGRÁFICA Y PRODUCCIÓN ORIGINAL ""CÓDICES"", CON EL PROPÓSITO DE REALIZAR UNA GIRA NACIONAL POR 10 ESTADOS DE LA REPÚBLICA","CULTURALES",3445794
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00136/16","NIÑOS CANTORES DE ACAMBARO",02/03/16,546000,17/03/17,"IMPARTIR CLASES DE CORO, SOLFEO, PIANO Y GUITARRA A NIÑOS Y ADOLESCENTES DE ESCASOS RECURSOS DEL MUNICIPIO DE ACÁMBARO","CULTURALES",546000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0014/16","CENTRO DE ORIENTACIÓN FAMILIAR FOMENTANDO ESPERANZAS",28/03/16,3928107,09/06/16,"OFRECER A LA POBLACIÓN DE CIUDAD VALLES UNA FERIA, QUE CONTARÁ CON DIFERENTES ACTIVIDADES DE DANZA, CANTO, ÓPERA, TEATRO, ","CULTURALES",3928107
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00143/16","CENTROS DE INTEGRACIÓN JUVENIL AGUASCALIENTES",23/04/16,2340000,15/12/16,"REALIZAR CURSOS DE CANTO, GUITARRA, BATERÍA, TECLADO, TEATRO Y CÍRCULOS DE LECTURA","CULTURALES",2340000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0015/16","FUNDACIÓN TEPIC DE NERVO",17/03/16,3500000,20/01/17,"IMPARTIR UN DIPLOMADO EN PERIODISMO CULTURAL A UN GRUPO DE 25 PERSONAS; EDITAR CENTENARIO CULTURAL PUBLICACIÓN IMPRESA SEMANAL, CON UN TIRAJE DE 7,000 EJEMPLARES,","CULTURALES",3500000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00160/16","FUNDACIÓN ISLA, DESARROLLO INTEGRAL EN MOVIMIENTO",03/03/16,2500000,17/09/16,"REALIZAR 3 JORNADAS CULTURALES ITINERANTES, EN LOS MUNICIPIOS DE COLIMA Y VILLA DE ÁLVAREZ","CULTURALES",2500000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0016/16","CENTRO DE ORIENTACIÓN FAMILIAR FOMENTANDO ESPERANZAS",28/03/16,4006918,18/07/16,"REALIZAR EN EL MUNICIPIO DE LINARES UN FESTIVAL CULTURAL INTEGRAL DE TALLA INTERNACIONAL, EN EL CUAL SE PODRÁ DISFRUTAR DE 5 OBRAS TEATRALES","CULTURALES",4006918
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0017/16","FUNDACIÓN DÍAZ LAREDO",31/03/16,546000,26/09/16,"REALIZAR EN EL TEATRO HIDALGO, UN CONCIERTO DE MÚSICA MEXICANA, CON UNA SELECCIÓN APROXIMADA DE 20 CANCIONES DE LOS GRANDES COMPOSITORES DE LA ÉPOCA DE ORO","CULTURALES",546000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00172/16","CEUVOZ",07/03/16,1000000,17/12/16,"LLEVAR A CABO EL NOVENO ENCUENTRO DE LA VOZ Y LA PALABRA, ORIENTADO A REALIZAR COLECTIVAMENTE CON PARTICIPANTES DE LAS 32 ENTIDADES FEDERATIVA","CULTURALES",1000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00177/16","FUNDACIÓN DEBER, DESARROLLO CULTURAL",01/03/16,2500000,17/08/16,"DESARROLLAR 4 JORNADAS DE MÚSICA CONTEMPORÁNEA","CULTURALES",2500000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0019/16","FUNDACIÓN JOSÉ CUERVO",31/03/16,2000000,29/04/17,"CREAR LA BANDA SINFÓNICA JUVENIL  Y EL MARIACHI DE TEQUILA; INCREMENTAR EL NÚMERO DE INSTRUMENTOS MUSICALES EN LA ESCUELA DE MÚSICA DE TEQUILA","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00193/16","ASOCIACIÓN PARA LEER, ESCUCHAR, ESCRIBIR Y RECREAR",08/03/16,1000000,18/04/17,"PRODUCIR Y DIFUNDIR 200 LIBROS EN BRAILLE PARA LA ATENCIÓN DE PERSONAS CON DISCAPACIDAD VISUAL","CULTURALES",1000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00194/16","ASOCIACIÓN PARA LEER, ESCUCHAR, ESCRIBIR Y RECREAR",08/03/16,1326000,18/04/17,"ODUCIR Y DIFUNDIR 30 AUDIOLIBROS EN ESPAÑOL, 10 EN MAYA, 20 VIDEOLIBROS EN LENGUA DE SEÑAS MEXICANA","CULTURALES",1326000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00196/16","INSITE CASA GALLINA",08/03/16,1100000,28/04/17,"PROMOVER EL ARTE Y LA CULTURA EN ESPACIOS PÚBLICOS DE LA CIUDAD DE MÉXICO","CULTURALES",1100000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00201/16","COLORADO CULTURE",10/03/16,2000000,18/01/17,"REALIZAR 2 FESTIVALES MASIVOS DE ARTE Y CULTURA: DESÉRTICA Y DÍA DE MUERTOS, EN LA CIUDAD DE MEXICALI, BAJA CALIFORNIA","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0020/16","SOCIEDAD CULTURAL NACIONAL RICARDO CASTRO",31/03/16,1395203,26/03/17,"PROGRAMAR 8 CONCIERTOS EN LA CIUDAD DE DURANGO Y 4 EN DIFERENTES MUNICIPIOS, ADEMÁS DE 5 RECITALES DIDÁCTICOS, ","CULTURALES",1395203
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00212/16","FUNDACIÓN ARTE OLÍN",15/03/16,2000000,18/07/16,"REALIZAR UN FESTIVAL MUSICAL CON DURACIÓN DE TRES DÍAS, EN LAS CIUDADES DE MEXICALI, ENSENADA Y TECATE, BAJA CALIFORNIA","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00217/16","MUSEO NACIONAL DE LA ACUARELA ALFREDO GUATI ROJO",15/03/16,858000,18/04/17,"REALIZAR EL DESMONTAJE, MONTAJE Y ALMACENAMIENTO DE LAS OBRAS DE LA COLECCIÓN GUATI ROJO","CULTURALES",858000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0022/16","PATRONATO DEL CENTRO CULTURAL ROBERTO CANTORAL",31/03/16,5000000,18/04/17,"REALIZAR UN FESTIVAL ARTÍSTICO EL CUAL INCLUIRÁ LA PRODUCCIÓN Y PROMOCIÓN DE CONCIERTO","CULTURALES",5000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0023/16","SUENA MÉXICO SUENA",01/04/16,12960000,26/09/16,"REAR Y PROMOVER UN PORTAL CON RECURSOS ELECTRÓNICOS DE CALIDAD EDITORIAL","CULTURALES",12960000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0024/16","PROTOVECKA",01/04/16,1560000,20/01/17,"PRODUCIR Y REALIZAR 6 MICROSERIES AUDIOVISUALES CONFORMADAS POR 3 CÁPSULAS CADA UNA SOBRE TEMÁTICAS","CULTURALES",1560000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0025/16","SOCIEDAD DE AMIGOS DE LA ÓPERA, A",01/04/16,2500000,26/07/16,"REALIZAR UNA FERIA DEL LIBRO, DURANTE 9 DÍAS, CON LA PARTICIPACIÓN DE 500 EDITORIALES, LA CUAL INCLUIRÁ:","CULTURALES",2500000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0027/16","MUSEO DEL OBJETO DEL OBJETO",04/04/16,1794000,28/04/17,"OFRECER DOS EXPOSICIONES TEMPORALES QUE GENEREN NUEVAS LÍNEAS DE LECTURA","CULTURALES",1794000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0028/16","HAGAMOS ALGO MEJOR POR VERACRUZ",04/04/16,3100000,13/08/16,"REALIZAR UN FESTIVAL, EL CUAL CONTEMPLA: 3 EXPOSICIONES; 2 MUESTRAS GASTRONÓMICAS, 2 DE CORTOMETRAJES Y 2 DE DJ´S; 26 TALLERES TEMÁTICOS","CULTURALES",3100000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0029/16","FESTIVAL CULTURAL DE MALINALCO",05/04/16,2000000,26/09/16,"REALIZAR LA TERCERA EDICIÓN DEL FESTIVAL, EN EL CUÁL SE PRESENTARÁN MÁS DE 50 EVENTOS CULTURALES DE MÚSICA, DANZA, TEATRO, POESÍA","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0030/16","RED DE GESTORES PARA EL DESARROLLO CULTURAL",04/04/16,780000,09/10/16,"EVAR A CABO UN CICLO DE 20 EVENTOS DE LECTURA EN VOZ ALTA, DE MANERA GRATUITA,","CULTURALES",780000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0032/16","CULTURA PARA EL DESARROLLO INTEGRAL",01/11/16,2000000,31/10/17,"CONFORMAR 40 GRUPOS DE MARIACHI,  INTEGRADOS HASTA POR 17 NIÑOS Y JÓVENES, ENTRE 11 Y 18 AÑOS","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0033/16","CREANDO CULTURA",06/04/16,3900000,03/12/16,"REALIZAR 7 CONCIERTOS DE ÓPERA CROSSOVER, EN DIFERENTES MUNICIPIOS DEL PAÍS, ABIERTOS A TODO TIPO DE PÚBLICO DE MANERA GRATUITA","CULTURALES",3900000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0040/16","CENTRO INTEGRAL DE DESARROLLO COMUNITARIO FLORES DE LIZ",07/04/16,1000000,28/11/16,"REALIZAR 5 TALLERES DE PSICODRAMA Y TEATRO, MONTAR 2 OBRAS DE TEATRO, LLEVAR A CABO 10 CONCIERTOS","CULTURALES",1000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0041/16","PROMESA EDUCATIVA PARA MÉXICO",07/04/16,1560000,28/04/17,"IMPARTIR CLASES DE MÚSICA DENTRO DE 4 ORQUESTAS SINFÓNICAS, 5 ORQUESTAS DE GUITARRAS, 5 COROS, 4 GRUPOS DE INICIACIÓN MUSICAL Y 4 CAPACITACIONES AL PERSONAL DEL SISTEMA SE’WÁ;","CULTURALES",1560000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0042/16","CON EL PODER DE HACER KHUBA",07/04/16,1000000,11/10/16,"REALIZAR 5 TALLERES, 1 POR CADA COMUNIDAD ATENDIDA, CON UNA DURACIÓN DE 2 DÍAS; ","CULTURALES",1000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0043/16","LA INTERNACIONAL CINEMATOGRAFICA, IBEROCINE",06/04/16,3120000,09/10/16,"REALIZAR LA ENTREGA DEL PREMIO IBEROAMERICANO DE CINE FÉNIX, EN EL TEATRO DE LA CIUDAD","CULTURALES",3120000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0044/16","LA MÚSICA EN EL BICENTENARIO",07/04/16,6240000,26/04/16,"LLEVAR A CABO MÁS DE 70 CONCIERTOS, EN UN PERIODO DE 12 MESES, DE MANERA GRATUITA, EN DIVERSAS SEDES DE LA CIUDAD DE MÉXICO, ESTADO DE MÉXICO, PUEBLA Y GUERRERO;","CULTURALES",6240000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0045/16","PEER CULTURA",07/04/16,780000,19/11/16,"REALIZAR UN MAGNO EVENTO EN EL JARDÍN PRINCIPAL DE SAN MIGUEL DE ALLENDE, GUANAJUATO","CULTURALES",780000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0049/16","ACADEMIA MEXICANA DE LA HISTORIA CORRESPONDIENTE DE LA REAL DE MADRID.",15/04/16,2000000,15/04/17," FOMENTAR EL CONOCIMIENTO Y LA DIVULGACIÓN DE LA HISTORIA, TANTO EN MÉXICO COMO MUNDIAL, A TRAVÉS DE CICLOS DE CONFERENCIAS, DIPLOMADOS ","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/00581/16","FUNDACIÓN ORGANIZADOS PARA SERVIR",25/05/16,2100000,01/07/17,"INICIAR UN FORO CULTURAL EN LA REGIÓN SUR DEL ESTADO DE GUANAJUATO QUE PERMITA PROPICIAR EL ACERCAMIENTO DE LAS COMUNIDADES Y MUNICIPIOS","CULTURALES",2100000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0058/16","FUNDACIÓN BOLO",08/04/16,4000000,23/06/16,"REALIZAR UN PROGRAMA CULTURAL Y ARTÍSTICO ITINERANTE EN DIFERENTES ESPACIOS PÚBLICOS DE MUNICIPIOS ALEDAÑOS DE AGUASCALIENTES","CULTURALES",4000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0062/16","PROTOVECKA",12/04/16,936000,25/08/17,"CREAR UNA OBRA OPERÍSTICA CONTEMPORÁNEA, ESCRITA PARA ENSAMBLE DE CÁMARA EN FORMATO PORTABLE","CULTURALES",936000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0079/16","LABORATORIOS PARA PROFESIONALES DE CINE Y CREACIÓN",12/04/16,1166000,14/06/16,"OFRECER ASESORÍA INTEGRAL EN EL DESARROLLO DE UN PROYECTO CINEMATOGRÁFICO, PARA QUE SE CONSOLIDEN Y EN TÉRMINOS DE CALIDAD PROMUEVAN LA CULTURA CINEMATOGRÁFICA","CULTURALES",1166000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0086/16","PATRONATO DE AMIGOS DE LA ORQUESTA DE BAJA CALIFORNIA",18/04/16,2500000,12/02/17,"OFRECER 36 CONCIERTOS DE PROMOCIÓN DE ARTE Y CULTURA DE LA ORQUESTA DE BAJA CALIFORNIA","CULTURALES",2500000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0087/16","MUSITEC",18/04/16,3000000,19/05/17,"DESARROLLAR 3 PROGRAMAS MÚSICO-CULTURALES, CADA UNO CON 23 PROPUESTAS ARTÍSTICAS: CICLO DE ""GALAS OPERÍSTICAS""","CULTURALES",3000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0088/16","PECES EN LA CIUDAD",18/04/16,2000000,19/05/17,"RECABAR INFORMACIÓN FOTOGRÁFICA E HISTÓRICA DE 12 HACIENDAS QUERETANAS","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0089/16","FUNDACIÓN ORGANIZADOS PARA SERVIR",18/04/16,1800000,20/05/17,"CONSTITUIR PROFESIONALMENTE CUATRO COROS DE NIÑOS Y CUATRO COROS DE ADULTOS","CULTURALES",1800000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0090/16","FLADEMMEX",19/04/16,1000000,19/05/17,"REALIZAR 1 GRABACIÓN DE MÚSICA, HASTA EL MOMENTO INÉDITA, DE ALGUNOS DE LOS SIGUIENTES COMPOSITORES: ARTURO MÁRQUEZ, GABRIELA ORTIZ, MARIO LAVISTA O FEDERICO IBARRA","CULTURALES",1000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0091/16","110 MERIDIANO",19/04/16,5000000,29/12/16,"PROYECTAR DIFERENTES CORTOMETRAJES SOCIO-CULTURALES","CULTURALES",5000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0092/16","FUNDACIÓN HIDALGUENSE",19/04/16,2000000,19/05/17,"CAPACITAR A ADOLESCENTES EN EL DOMINIO DE UN INSTRUMENTO MUSICAL, MEDIANTE 8 TALLERES","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0093/16","SOCIEDAD CULTURAL NACIONAL RICARDO CASTRO",19/04/16,1700000,22/01/17,"INTEGRAR UNA AGRUPACIÓN ORQUESTAL SINFÓNICA, COMPUESTA POR UN DIRECTOR CON TRAYECTORIA RECONOCIDA, MÚSICOS PROFESIONALES Y PERSONAL DE APOYO","CULTURALES",1700000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0094/16","IMAGINA BIBLIOTECA INFANTIL",19/04/16,3000000,19/11/16,"EQUIPAR EL AUDITORIO, SALONES, OFICINAS Y ÁREAS NECESARIAS DEL CENTRO CULTURAL IMAGINA","CULTURALES",3000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0095/16","FUNDACIÓN INBA",18/04/16,780000,19/01/17,"REALIZAR 60 FUNCIONES DE ARTE ESCÉNICO, EN ESPACIOS CULTURALES INDEPENDIENTES DE LA CIUDAD DE MÉRIDA PERTENECIENTES A LA RED ALTERNA. ","CULTURALES",780000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0096/16","FUNDACIÓN EL FARO DE LA CULTURA QUERÉTARO",18/04/16,2340000,04/10/16,"EALIZAR UN FESTIVAL DE CANTAUTORES, EN LA PLAZA FUNDADORES DE LA CIUDAD DE QUERÉTARO,","CULTURALES",2340000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0101/16","SOCIEDAD DE AMIGOS DE LA ÓPERA, A",20/04/16,2997601,26/10/16,"PRESENTAR 4 FUNCIONES TEATRALES DE ""LA HEROICA REPÚBLICA DEL SILLÓN ROJO"",","CULTURALES",2997601
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0102/16","SOCIEDAD DE AMIGOS DE LA ÓPERA, A",20/04/16,2997601,26/10/16,"PRESENTAR 4 FUNCIONES TEATRALES DE ""LA HEROICA REPÚBLICA DEL SILLÓN ROJO""","CULTURALES",2997601
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0103/16","INSTITUCIÓN ROMERO MAC GREGOR",20/04/16,3400000,20/11/16,"REALIZAR UNA MUESTRA INTERNACIONAL DE CINE Y DOCUMENTAL LATINOAMERICANO, DENOMINADA #MEXADECORAZÓN","CULTURALES",3400000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0104/16","PATRONATO DE ARTE CONTEMPORÁNEO",20/04/16,702000,22/05/17,"OFRECER ASESORÍA INTEGRAL EN EL DESARROLLO DE UN PROYECTO CINEMATOGRÁFICO, PARA QUE SE CONSOLIDEN Y EN TÉRMINOS DE CALIDAD PROMUEVAN LA CULTURA CINEMATOGRÁFICA","CULTURALES",702000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0105/16","HOY SOMOS MAÑANA",20/04/16,2000000,20/11/16,"REALIZAR 25 EVENTOS ARTÍSTICOS, QUE CONSISTIRÁN EN LA PRESENTACIÓN DE OBRAS DE TEATRO DE COMPAÑÍAS LOCALES Y GRUPOS MUSICALES ESPECIALISTAS EN JAZZ","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0106/16","FUNDACION LAGUNA DRUMFEST",20/04/16,1200000,20/02/17,"REALIZAR UN FESTIVAL DE PERCUSIONES, UN CONCIERTO DE FUNK & JAZZ, UNA CLÍNICA DE PERCUSIÓN PARA MÚSICOS, UN TALLER PARA NIÑAS Y NIÑOS ","CULTURALES",1200000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0108/16","TOMA, EDICIONES Y PRODUCCIONES ESCÉNICAS Y CINEMATOGRÁFICAS",21/04/16,936000,28/06/17,"PUBLICAR 2 TEXTOS EN LA COLECCIÓN DE ARTES ESCÉNICAS, EN SU SERIE TEORÍA Y TÉCNICA; 1 ANTOLOGÍA EN LA SERIE DRAMATURGIA","CULTURALES",936000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0109/16","FORO SHAKESPEARE",14/07/16,4000000,13/07/17,"PRODUCIR DOS OBRAS TEATRALES NACIONALES, FOMENTANDO EL TALENTO, CREATIVIDAD Y CAPACIDAD DE INNOVACIÓN DE LA COMPAÑÍA","CULTURALES",4000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0110/16","FUNDACIÓN DÍAZ LAREDO",21/04/16,1170000,23/12/16,"REALIZAR UNA PRESENTACIÓN CON BAILARINES CLÁSICOS, ACOMPAÑADOS DE MÚSICOS EN VIVO, EN UN RECINTO DEDICADO A LA CULTURA ","CULTURALES",1170000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0111/16","CULTURA COLECTIVA DEL SUR",22/04/16,3000000,29/06/16,"ALIZAR EN 3 DIFERENTES ESPACIOS PÚBLICOS, 18 PRESENTACIONES DE MÚSICA, 12 DE DANZA, 6 DE TEATRO, TODOS EN 4 DÍAS; IMPARTIR 6 TALLERES ARTÍSTICOS EN 5 DÍAS","CULTURALES",3000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0112/16","RED DE CULTURA PARA CRECER",22/04/16,2000000,26/03/17,"PRESENTAR A 2 COMPAÑÍAS TEATRALES, QUE REALIZARÁN DISTINTAS ACTIVIDADES ARTÍSTICAS Y CULTURALES, PROMOVIENDO A ARTISTAS","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0113/16","RJCG",27/05/16,850000,26/10/16,"LLEVAR A CABO 4 CONCIERTOS CON ORQUESTA SINFÓNICA, EN IGUAL NÚMERO DE MUNICIPIOS DE QUERÉTARO, TEQUISQUIAPAN, SAN JUAN DEL RÍO Y CADEREYTA","CULTURALES",850000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0114/16","IMPULSORA DE LA CULTURA Y DE LAS ARTES",26/04/16,20000000,31/12/16,"CONCLUIR LA ÚLTIMA ETAPA DE LA INSTALACIÓN Y HABILITACIÓN DE TRAPICHE: MUSEO INTERACTIVO DE LOS MOCHIS, EN LO QUE REFIERE A SUS PROCESOS Y TRABAJOS EN SISTEMAS ESPECIALIZADOS","CULTURALES",20000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0116/16","FUNDACIÓN ÓPERA DE TIJUANA",25/04/16,3000000,30/11/16,"REALIZAR PUESTAS EN ESCENA GRATUITAS Y AL AIRE LIBRE","CULTURALES",3000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0117/16","FLADEMMEX",25/04/16,8900000,27/06/17,"REALIZAR UNA GIRA ARTÍSTICA ESTATAL Y UN FESTIVAL DE ÓPERA; CREAR EL PRIMER CONCURSO INTERNACIONAL DE CANTO DEL ESTADO DE MÉXICO","CULTURALES",8900000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0119/16","FUNDACIÓN ISLA, DESARROLLO INTEGRAL EN MOVIMIENTO",25/04/16,2000000,29/12/16,"DESARROLLAR 6 SEMANAS CULTURALES, EN IGUAL NÚMERO DE ESCUELAS PRIMARIAS DEL MUNICIPIO DE TLALNEPANTLA DE BAZ, ESTADO DE MÉXICO","CULTURALES",2000000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0120/16","ASOCIACIÓN AZTECA AMIGOS DE LA CULTURA Y LAS ARTES",25/04/16,29360000,31/05/17,"MANTENER LA OPERACIÓN DE LA SEXTA ETAPA DE 12 ORQUESTAS SINFÓNICAS ESPERANZA AZTECA EN LA ZONA NORTE DEL TERRITORIO NACIONAL","CULTURALES",29360000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0121/16","ASOCIACIÓN AZTECA AMIGOS DE LA CULTURA Y LAS ARTES",25/04/16,25120000,31/05/17,"MANTENER LA OPERACIÓN DE LA SEXTA ETAPA DE 11 ORQUESTAS SINFÓNICAS ESPERANZA AZTECA EN LA ZONA OESTE DEL TERRITORIO NACIONAL. ","CULTURALES",25120000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0122/16","ASOCIACIÓN AZTECA AMIGOS DE LA CULTURA Y LAS ARTES",25/04/16,21280000,31/05/17,"MANTENER LA OPERACIÓN DE LA SEXTA ETAPA DE 10 ORQUESTAS SINFÓNICAS ESPERANZA AZTECA EN LA ZONA SUR DEL TERRITORIO NACIONAL. ","CULTURALES",21280000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0125/16","ASOCIACIÓN AZTECA AMIGOS DE LA CULTURA Y LAS ARTES",25/04/16,25120000,31/05/17,"ANTENER LA OPERACIÓN DE LA SEXTA ETAPA DE 12 ORQUESTAS SINFÓNICAS ESPERANZA AZTECA EN LA ZONA CENTRO DEL TERRITORIO NACIONAL","CULTURALES",25120000
"2016","SECRETARÍA DE CULTURA","48101","SC/DGA/CD/0126/16","ASOCIACIÓN AZTECA AMIGOS DE LA CULTURA Y LAS ARTES",25/04/16,25120000,31/05/17,"MANTENER LA OPERACIÓN DE LA SEXTA ETAPA DE 10 ORQUESTAS SINFÓNICAS ESPERANZA AZTECA EN LA ZONA ESTE DEL TERRITORIO NACIONAL","CULTURALES",25120000
